SL.NO,DESCRIPTION,RESPONSIBLE_AGENCY,QTY,DURATION,WEIGHT_KG,TOTAL_WEIGHT_KG,UNIT_RATE_INR,TOTAL_BUDGET,DATE,PROJECT_NAME,APPROVED_BY,CURRENCY
2910,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,10624,Monthly,9.61,102096.64,362.1,3846950.4,2024-01-08,BHEL Trichy T2,Magesh,INR
2911,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,21501,One time,14.38,309184.38,1808.29,38880043.29,2024-06-24,BHEL Haridwar P3,Mani,INR
2912,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,6424,Quarterly,11.44,73490.56,1420.83,9127411.92,2024-02-21,BHEL Trichy T2,Srividhya,INR
2913,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,4697,Quarterly,21.45,100750.65,584.44,2745114.68,2024-06-12,BHEL Ranipet L1,Kumar,INR
2914,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,8753,Quarterly,3.02,26434.06,1816.13,15896585.89,2024-12-25,BHEL Ranipet L1,Kumar,INR
2915,Complete manufacturing of Bearings for ESP,Sub Contractor,15198,One time,1.15,17477.7,1163.61,17684544.78,2024-03-22,BHEL Haridwar P3,Kumar,INR
2916,Complete manufacturing of Shaft I for ESP,Cando Engineering,5003,Quarterly,2.0,10006.0,374.12,1871722.36,2024-02-24,BHEL Ranipet L1,Srividhya,INR
2917,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,11374,Quarterly,0.74,8416.76,233.47,2655487.78,2024-04-17,BHEL Haridwar P3,Magesh,INR
2918,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,10314,One time,16.82,173481.48,146.27,1508628.78,2025-03-11,BHEL Trichy T2,Ravi,INR
2919,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,21396,One time,6.89,147418.44,1230.66,26331201.36,2024-03-05,BHEL Trichy T2,Srividhya,INR
2920,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,5524,One time,12.79,70651.96,510.72,2821217.28,2025-02-23,BHEL Trichy T2,Srividhya,INR
2921,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,19856,One time,18.53,367931.68,1939.8,38516668.8,2024-06-03,BHEL Haridwar P3,Ravi,INR
2922,Complete manufacturing of Bearings for ESP,Sub Contractor,14636,Quarterly,16.03,234615.08,1667.55,24406261.8,2024-04-11,BHEL Ranipet L1,Magesh,INR
2923,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,19797,Monthly,24.66,488194.02,888.5,17589634.5,2024-02-18,BHEL Trichy T2,Kumar,INR
2924,Complete manufacturing of Grip Coupling for ESP,Tetakisu,11650,Quarterly,18.05,210282.5,1347.75,15701287.5,2024-08-09,BHEL Trichy T2,Mani,INR
2925,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,21358,Monthly,19.75,421820.5,750.59,16031101.22,2024-09-26,BHEL Haridwar P3,Magesh,INR
2926,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,11006,Monthly,11.21,123377.26,1597.78,17585166.68,2024-03-10,BHEL Trichy T2,Magesh,INR
2927,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,13538,Quarterly,3.57,48330.66,1189.78,16107241.64,2024-03-27,BHEL Trichy T2,Srividhya,INR
2928,Complete manufacturing of Shaft for ESP,Cando Engineering,24653,Quarterly,2.46,60646.38,1191.92,29384403.76,2024-03-27,BHEL Haridwar P3,Magesh,INR
2929,Complete manufacturing of Shaft for ESP,Tetakisu,11980,One time,19.0,227620.0,1089.9,13057002.0,2024-06-29,BHEL Haridwar P3,Ravi,INR
2930,Complete manufacturing of Shaft for ESP,Cando Engineering,15154,One time,14.04,212762.16,417.97,6333917.38,2025-01-24,BHEL Trichy T2,Magesh,INR
2931,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,3470,One time,19.93,69157.1,529.08,1835907.6,2024-05-20,BHEL Ranipet L1,Srividhya,INR
2932,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,19964,One time,19.81,395486.84,1230.69,24569495.16,2024-12-01,BHEL Trichy T2,Ravi,INR
2933,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,1802,One time,10.54,18993.08,50.48,90964.96,2025-03-01,BHEL Trichy T2,Mani,INR
2934,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,14600,One time,5.04,73584.0,980.57,14316322.0,2024-05-25,BHEL Haridwar P3,Mani,INR
2935,Complete manufacturing of Grip Coupling for ESP,Tetakisu,20636,One time,1.72,35493.92,1532.5,31624670.0,2024-10-21,BHEL Ranipet L1,Magesh,INR
2936,Complete manufacturing of Shaft I for ESP,Tetakisu,18153,Monthly,4.85,88042.05,362.63,6582822.39,2025-03-04,BHEL Trichy T2,Mani,INR
2937,Complete manufacturing of Grip Coupling for ESP,Tetakisu,13027,One time,17.52,228233.04,868.75,11317206.25,2024-01-11,BHEL Haridwar P3,Magesh,INR
2938,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,22096,One time,8.35,184501.6,597.92,13211640.32,2024-02-26,BHEL Haridwar P3,Ravi,INR
2939,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,16032,Quarterly,21.82,349818.24,812.3,13022793.6,2024-04-21,BHEL Haridwar P3,Kumar,INR
2940,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,838,One time,14.52,12167.76,495.12,414910.56,2024-03-29,BHEL Ranipet L1,Srividhya,INR
2941,Complete manufacturing of Bearings for ESP,Sub Contractor,15071,Quarterly,16.65,250932.15,1721.91,25950905.61,2024-12-10,BHEL Ranipet L1,Magesh,INR
2942,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,13946,One time,0.8,11156.8,1876.87,26174829.02,2024-11-12,BHEL Trichy T2,Srividhya,INR
2943,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,14763,Quarterly,3.86,56985.18,440.1,6497196.3,2024-02-20,BHEL Trichy T2,Srividhya,INR
2944,Complete manufacturing of Shaft I for ESP,Cando Engineering,4311,Monthly,5.32,22934.52,398.42,1717588.62,2024-08-28,BHEL Haridwar P3,Ravi,INR
2945,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,16117,Quarterly,22.41,361181.97,1516.5,24441430.5,2024-08-04,BHEL Haridwar P3,Magesh,INR
2946,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,20305,Quarterly,4.91,99697.55,1950.62,39607339.1,2025-02-23,BHEL Trichy T2,Ravi,INR
2947,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,16011,Quarterly,21.53,344716.83,245.17,3925416.87,2024-10-08,BHEL Trichy T2,Mani,INR
2948,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,20807,Monthly,14.33,298164.31,386.25,8036703.75,2024-12-23,BHEL Ranipet L1,Mani,INR
2949,Complete manufacturing of Shaft for ESP,Cando Engineering,18861,One time,11.41,215204.01,569.89,10748695.29,2024-05-16,BHEL Ranipet L1,Ravi,INR
2950,Complete manufacturing of Shaft for ESP,Tetakisu,9303,Quarterly,11.0,102333.0,703.72,6546707.16,2024-04-10,BHEL Haridwar P3,Ravi,INR
2951,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,15200,Monthly,19.14,290928.0,71.02,1079504.0,2024-07-02,BHEL Trichy T2,Kumar,INR
2952,Complete manufacturing of Shaft I for ESP,Tetakisu,12902,One time,10.74,138567.48,1157.25,14930839.5,2024-05-23,BHEL Haridwar P3,Ravi,INR
2953,Complete manufacturing of Shaft for ESP,Tetakisu,17399,Quarterly,18.48,321533.52,569.13,9902292.87,2024-11-30,BHEL Ranipet L1,Mani,INR
2954,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,7942,Monthly,21.92,174088.64,1270.35,10089119.7,2024-06-09,BHEL Trichy T2,Srividhya,INR
2955,Complete manufacturing of Shaft for ESP,Sub Contractor,13306,Monthly,7.32,97399.92,676.51,9001642.06,2024-10-29,BHEL Haridwar P3,Mani,INR
2956,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,19556,One time,12.19,238387.64,201.42,3938969.52,2024-12-10,BHEL Trichy T2,Mani,INR
2957,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,21718,Monthly,10.56,229342.08,233.03,5060945.54,2024-04-23,BHEL Trichy T2,Kumar,INR
2958,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,9537,One time,11.7,111582.9,822.55,7844659.35,2024-07-11,BHEL Ranipet L1,Kumar,INR
2959,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,21859,Quarterly,22.02,481335.18,549.99,12022231.41,2024-07-31,BHEL Trichy T2,Magesh,INR
2960,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,8162,Quarterly,14.06,114757.72,1627.81,13286185.22,2025-02-04,BHEL Ranipet L1,Srividhya,INR
2961,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,23241,One time,13.23,307478.43,1642.13,38164743.33,2025-01-17,BHEL Haridwar P3,Kumar,INR
2962,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,5387,Quarterly,12.15,65452.05,1406.77,7578269.99,2024-10-22,BHEL Ranipet L1,Mani,INR
2963,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,11461,One time,17.59,201598.99,1317.13,15095626.93,2025-03-04,BHEL Haridwar P3,Ravi,INR
2964,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,8239,Quarterly,10.59,87251.01,1770.49,14587067.11,2024-01-18,BHEL Trichy T2,Mani,INR
2965,Complete manufacturing of Shaft for ESP,Tetakisu,15055,Quarterly,22.91,344910.05,1204.67,18136306.85,2024-05-05,BHEL Ranipet L1,Mani,INR
2966,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,21622,Quarterly,16.81,363465.82,93.39,2019278.58,2024-07-26,BHEL Trichy T2,Mani,INR
2967,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,6497,Monthly,4.99,32420.03,850.11,5523164.67,2025-03-15,BHEL Trichy T2,Kumar,INR
2968,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,3163,Monthly,0.9,2846.7,1048.21,3315488.23,2024-09-17,BHEL Haridwar P3,Kumar,INR
2969,Complete manufacturing of Bearings for ESP,Cando Engineering,7644,Monthly,19.12,146153.28,1368.69,10462266.36,2025-02-17,BHEL Ranipet L1,Ravi,INR
2970,Complete manufacturing of Bearings for ESP,Tetakisu,19264,Quarterly,5.51,106144.64,1375.49,26497439.36,2024-03-27,BHEL Haridwar P3,Kumar,INR
2971,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,13600,One time,18.68,254048.0,664.08,9031488.0,2024-11-22,BHEL Trichy T2,Mani,INR
2972,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,19210,One time,3.91,75111.1,280.0,5378800.0,2024-08-21,BHEL Ranipet L1,Srividhya,INR
2973,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,23442,One time,13.85,324671.7,832.87,19524138.54,2025-01-05,BHEL Trichy T2,Mani,INR
2974,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,7248,One time,21.05,152570.4,1536.95,11139813.6,2024-07-24,BHEL Ranipet L1,Kumar,INR
2975,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,16050,One time,23.62,379101.0,1181.42,18961791.0,2024-03-31,BHEL Haridwar P3,Kumar,INR
2976,Complete manufacturing of Grip Coupling for ESP,Tetakisu,16573,One time,14.27,236496.71,866.43,14359344.39,2024-06-14,BHEL Ranipet L1,Magesh,INR
2977,Complete manufacturing of Bearings for ESP,Sub Contractor,15492,Monthly,22.9,354766.8,61.85,958180.2,2024-08-04,BHEL Trichy T2,Kumar,INR
2978,Complete manufacturing of Shaft I for ESP,Tetakisu,13778,Monthly,7.65,105401.7,108.9,1500424.2,2025-01-02,BHEL Haridwar P3,Kumar,INR
2979,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,3354,Monthly,19.39,65034.06,1917.4,6430959.6,2024-06-03,BHEL Haridwar P3,Kumar,INR
2980,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,4201,Quarterly,9.29,39027.29,1152.88,4843248.88,2024-08-02,BHEL Trichy T2,Mani,INR
2981,Complete manufacturing of Bearings for ESP,Tetakisu,2581,Monthly,8.83,22790.23,1100.29,2839848.49,2024-04-07,BHEL Ranipet L1,Srividhya,INR
2982,Complete manufacturing of Shaft I for ESP,Tetakisu,9398,One time,14.25,133921.5,1049.63,9864422.74,2025-02-01,BHEL Trichy T2,Magesh,INR
2983,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,23351,One time,19.68,459547.68,1402.79,32756549.29,2025-02-24,BHEL Haridwar P3,Mani,INR
2984,Complete manufacturing of Bearings for ESP,Sub Contractor,14075,Quarterly,12.8,180160.0,1858.47,26157965.25,2024-07-16,BHEL Haridwar P3,Ravi,INR
2985,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,22235,One time,17.11,380440.85,720.29,16015648.15,2024-11-26,BHEL Haridwar P3,Kumar,INR
2986,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,3873,Quarterly,16.44,63672.12,542.57,2101373.61,2025-01-30,BHEL Haridwar P3,Magesh,INR
2987,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,11266,One time,5.39,60723.74,925.1,10422176.6,2024-01-24,BHEL Ranipet L1,Ravi,INR
2988,Complete manufacturing of Grip Coupling for ESP,Tetakisu,14009,Monthly,7.81,109410.29,920.22,12891361.98,2024-01-25,BHEL Ranipet L1,Mani,INR
2989,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,17460,Monthly,22.51,393024.6,1923.83,33590071.8,2024-02-03,BHEL Trichy T2,Magesh,INR
2990,Complete manufacturing of Bearings for ESP,Tetakisu,17824,One time,15.22,271281.28,858.51,15302082.24,2024-03-30,BHEL Haridwar P3,Srividhya,INR
2991,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,17754,Quarterly,18.93,336083.22,108.87,1932877.98,2025-03-11,BHEL Ranipet L1,Ravi,INR
2992,Complete manufacturing of Shaft for ESP,Cando Engineering,19012,One time,16.22,308374.64,960.51,18261216.12,2024-05-21,BHEL Ranipet L1,Mani,INR
2993,Complete manufacturing of Bearings for ESP,Sub Contractor,14360,Monthly,17.29,248284.4,1452.5,20857900.0,2024-07-16,BHEL Ranipet L1,Magesh,INR
2994,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,13808,Quarterly,3.74,51641.92,1137.07,15700662.56,2024-09-28,BHEL Ranipet L1,Mani,INR
2995,Complete manufacturing of Shaft for ESP,Sub Contractor,15451,One time,16.07,248297.57,1618.71,25010688.21,2024-08-03,BHEL Ranipet L1,Srividhya,INR
2996,Complete manufacturing of Shaft I for ESP,Cando Engineering,7654,Quarterly,20.18,154457.72,793.9,6076510.6,2024-11-29,BHEL Ranipet L1,Srividhya,INR
2997,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,692,One time,4.88,3376.96,1484.78,1027467.76,2024-05-31,BHEL Haridwar P3,Magesh,INR
2998,Complete manufacturing of Shaft I for ESP,Tetakisu,22049,Quarterly,5.77,127222.73,1213.51,26756681.99,2024-10-26,BHEL Ranipet L1,Magesh,INR
2999,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,12435,One time,0.72,8953.2,1125.07,13990245.45,2024-05-16,BHEL Haridwar P3,Ravi,INR
3000,Complete manufacturing of Bearings for ESP,Sub Contractor,8689,Monthly,9.73,84543.97,1534.04,13329273.56,2024-01-01,BHEL Ranipet L1,Srividhya,INR
3001,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,10928,One time,21.19,231564.32,1788.22,19541668.16,2024-06-06,BHEL Ranipet L1,Srividhya,INR
3002,Complete manufacturing of Shaft I for ESP,Tetakisu,23385,Quarterly,6.77,158316.45,1520.1,35547538.5,2024-12-24,BHEL Haridwar P3,Ravi,INR
3003,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,9622,Monthly,0.9,8659.8,523.99,5041831.78,2024-07-23,BHEL Haridwar P3,Srividhya,INR
3004,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,4394,Quarterly,21.92,96316.48,1161.41,5103235.54,2024-09-12,BHEL Ranipet L1,Kumar,INR
3005,Complete manufacturing of Shaft I for ESP,Cando Engineering,23840,Quarterly,10.57,251988.8,1998.17,47636372.8,2024-03-06,BHEL Ranipet L1,Ravi,INR
3006,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,13713,Quarterly,15.31,209946.03,1268.61,17396448.93,2024-09-27,BHEL Trichy T2,Srividhya,INR
3007,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,4738,Quarterly,14.75,69885.5,1155.55,5474995.9,2024-09-05,BHEL Haridwar P3,Magesh,INR
3008,Complete manufacturing of Shaft for ESP,Sub Contractor,8907,One time,15.32,136455.24,804.56,7166215.92,2024-03-25,BHEL Trichy T2,Kumar,INR
3009,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,863,Quarterly,10.72,9251.36,191.71,165445.73,2024-08-20,BHEL Haridwar P3,Kumar,INR
3010,Complete manufacturing of Bearings for ESP,Tetakisu,6697,Quarterly,9.74,65228.78,1971.27,13201595.19,2024-11-03,BHEL Haridwar P3,Magesh,INR
3011,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,7556,Quarterly,18.91,142883.96,1482.87,11204565.72,2025-03-18,BHEL Trichy T2,Kumar,INR
3012,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,23769,Quarterly,11.55,274531.95,415.22,9869364.18,2025-02-03,BHEL Trichy T2,Mani,INR
3013,Complete manufacturing of Shaft I for ESP,Sub Contractor,8595,Quarterly,13.37,114915.15,145.27,1248595.65,2025-03-19,BHEL Trichy T2,Kumar,INR
3014,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,3634,Quarterly,5.4,19623.6,1079.37,3922430.58,2024-04-07,BHEL Haridwar P3,Mani,INR
3015,Complete manufacturing of Shaft for ESP,Tetakisu,13687,One time,1.22,16698.14,1798.77,24619764.99,2024-05-28,BHEL Trichy T2,Mani,INR
3016,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,13571,One time,21.08,286076.68,1462.53,19847994.63,2024-02-04,BHEL Trichy T2,Magesh,INR
3017,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,9814,Monthly,23.43,229942.02,187.9,1844050.6,2024-06-02,BHEL Ranipet L1,Mani,INR
3018,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,11031,One time,22.58,249079.98,1695.05,18698096.55,2024-08-28,BHEL Ranipet L1,Mani,INR
3019,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,21616,Quarterly,20.9,451774.4,798.3,17256052.8,2024-03-22,BHEL Haridwar P3,Magesh,INR
3020,Complete manufacturing of Shaft I for ESP,Sub Contractor,11297,Monthly,24.26,274065.22,1315.48,14860977.56,2024-01-29,BHEL Haridwar P3,Magesh,INR
3021,Complete manufacturing of Shaft for ESP,Cando Engineering,8106,One time,14.47,117293.82,994.73,8063281.38,2024-08-06,BHEL Trichy T2,Kumar,INR
3022,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,20894,Quarterly,14.19,296485.86,1259.86,26323514.84,2024-03-05,BHEL Haridwar P3,Kumar,INR
3023,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,21767,Quarterly,10.36,225506.12,306.83,6678768.61,2024-01-03,BHEL Ranipet L1,Ravi,INR
3024,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,8561,Monthly,23.41,200413.01,924.71,7916442.31,2024-07-28,BHEL Trichy T2,Mani,INR
3025,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,19239,Quarterly,24.47,470778.33,348.22,6699404.58,2025-01-26,BHEL Haridwar P3,Srividhya,INR
3026,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,10645,One time,19.99,212793.55,649.34,6912224.3,2024-05-11,BHEL Ranipet L1,Magesh,INR
3027,Complete manufacturing of Shaft I for ESP,Tetakisu,2877,Monthly,5.26,15133.02,1337.93,3849224.61,2024-06-10,BHEL Trichy T2,Mani,INR
3028,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,16759,Quarterly,12.65,212001.35,1302.61,21830440.99,2024-02-07,BHEL Trichy T2,Srividhya,INR
3029,Complete manufacturing of Grip Coupling for ESP,Tetakisu,14231,One time,19.06,271242.86,1535.5,21851700.5,2024-04-01,BHEL Ranipet L1,Magesh,INR
3030,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,20882,Monthly,20.98,438104.36,1215.36,25379147.52,2024-02-06,BHEL Haridwar P3,Magesh,INR
3031,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,6836,One time,11.76,80391.36,420.26,2872897.36,2025-01-09,BHEL Ranipet L1,Srividhya,INR
3032,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,9513,Quarterly,7.52,71537.76,1237.42,11771576.46,2025-02-03,BHEL Trichy T2,Ravi,INR
3033,Complete manufacturing of Bearings for ESP,Sub Contractor,15046,Monthly,23.99,360953.54,861.17,12957163.82,2024-03-06,BHEL Ranipet L1,Srividhya,INR
3034,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,23169,Quarterly,10.63,246286.47,198.62,4601826.78,2025-01-22,BHEL Haridwar P3,Mani,INR
3035,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,21139,One time,24.45,516848.55,1391.72,29419569.08,2025-03-12,BHEL Trichy T2,Mani,INR
3036,Complete manufacturing of Bearings for ESP,Tetakisu,22042,One time,21.67,477650.14,1206.52,26594113.84,2024-02-10,BHEL Trichy T2,Srividhya,INR
3037,Complete manufacturing of Bearings for ESP,Tetakisu,8881,One time,15.32,136056.92,193.08,1714743.48,2025-02-10,BHEL Trichy T2,Kumar,INR
3038,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,11848,Monthly,18.68,221320.64,1471.39,17433028.72,2025-02-17,BHEL Ranipet L1,Srividhya,INR
3039,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,9038,Quarterly,18.1,163587.8,1257.35,11363929.3,2024-12-08,BHEL Trichy T2,Magesh,INR
3040,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,13553,One time,16.34,221456.02,1651.45,22382101.85,2024-01-02,BHEL Ranipet L1,Srividhya,INR
3041,Complete manufacturing of Grip Coupling for ESP,Tetakisu,912,Monthly,8.13,7414.56,1790.94,1633337.28,2024-03-01,BHEL Haridwar P3,Srividhya,INR
3042,Complete manufacturing of Grip Coupling for ESP,Tetakisu,20298,Monthly,13.88,281736.24,397.51,8068657.98,2025-02-15,BHEL Haridwar P3,Mani,INR
3043,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,19786,Quarterly,10.14,200630.04,362.62,7174799.32,2025-01-13,BHEL Haridwar P3,Mani,INR
